Term	Overlap	P-value	Adjusted P-value	Z-score	Combined Score	Genes
regulation of epithelial to mesenchymal transition (GO:0010717)	3/52	0.0242011174003529290488234693157210131175816059112548828125	0.341257418142382196180051323608495295047760009765625	-1.8139271718287622	1.9501861060635606	FOXA1;EFNA1;OVOL2
regulation of Cdc42 GTPase activity (GO:0043088)	2/20	0.0252740415738189720673556593055764096789062023162841796875	0.341257418142382196180051323608495295047760009765625	-1.8116292548812019	1.9477155737436207	ARHGEF16;PROM2
cellular component maintenance (GO:0043954)	2/19	0.023145679576547006917053295182995498180389404296875	0.3376546197049210551455189488478936254978179931640625	-1.7853566250136852	1.9384183569983087	CAMSAP3;PLEKHA7
cell-matrix adhesion (GO:0007160)	4/100	0.0302344495577111065098829811859104665927588939666748046875	0.36974826891079981550092270481400191783905029296875	-1.941734936904257	1.9318958925535854	DDR1;ITGB4;LYPD3;ITGB6
cellular component disassembly involved in execution phase of apoptosis (GO:0006921)	3/53	0.0253641671720191731742577445629649446345865726470947265625	0.341257418142382196180051323608495295047760009765625	-1.784540495200435	1.918591955342411	DSP;CDH1;DSG2
establishment or maintenance of cell polarity (GO:0007163)	4/100	0.0302344495577111065098829811859104665927588939666748046875	0.36974826891079981550092270481400191783905029296875	-1.9095757748752762	1.8998996855270975	WWC1;MAP7;PRKCZ;MPP7
cardiac ventricle morphogenesis (GO:0003208)	2/24	0.034532197893573736424688291890561231411993503570556640625	0.386345191470960303004034130935906432569026947021484375	-1.9563440471765174	1.8605302012284062	PPP1R13L;GRHL2
cell-cell junction maintenance (GO:0045217)	2/9	0.006526124824737023800980129095705706276930868625640869140625	0.147134450594071097828674510310520417988300323486328125	-0.9657025155271973	1.8506804902331178	CAMSAP3;PLEKHA7
regulation of transforming growth factor beta production (GO:0071634)	2/22	0.0297580788430146618572802452717951382510364055633544921875	0.36974826891079981550092270481400191783905029296875	-1.8548988990833657	1.845499865164148	CDH3;CD46
regulation of stress fiber assembly (GO:0051492)	3/56	0.0290310322137941299869279276890665641985833644866943359375	0.36974826891079981550092270481400191783905029296875	-1.8308014048554853	1.8215244763328087	SDC4;TACSTD2;EPHA1
endothelial cell development (GO:0001885)	2/23	0.032109836288351865929424633350208750925958156585693359375	0.370383227884244770056199058672063983976840972900390625	-1.788111421237063	1.7759827657590976	MARVELD2;F2RL1
actomyosin structure organization (GO:0031032)	3/57	0.0303123900075519085717257183887340943329036235809326171875	0.36974826891079981550092270481400191783905029296875	-1.7491189827506655	1.7402559505629032	EPB41L4B;KRT19;MYH14
heart valve morphogenesis (GO:0003179)	2/24	0.034532197893573736424688291890561231411993503570556640625	0.386345191470960303004034130935906432569026947021484375	-1.823624781002639	1.7343109897570137	EFNA1;JUP
activation of Rho GTPase activity (GO:0032862)	2/24	0.034532197893573736424688291890561231411993503570556640625	0.386345191470960303004034130935906432569026947021484375	-1.8067178196585256	1.718232063232243	ARHGEF16;EPHA1
O-glycan processing (GO:0016266)	3/56	0.0290310322137941299869279276890665641985833644866943359375	0.36974826891079981550092270481400191783905029296875	-1.7246219832375136	1.715883080795829	MUC1;GALNT3;B3GNT3
cell projection assembly (GO:0030031)	6/213	0.038155072181368841766069266441263607703149318695068359375	0.42055368448797658675886168566648848354816436767578125	-1.9662957831107322	1.7031722545897303	LAMA5;KLF5;BAIAP2L1;ITGB4;RAB17;RHOD
phosphatidylinositol 3-kinase signaling (GO:0014065)	2/23	0.032109836288351865929424633350208750925958156585693359375	0.370383227884244770056199058672063983976840972900390625	-1.712653530885219	1.7010367018763999	ERBB3;ERBB2
cell-substrate adherens junction assembly (GO:0007045)	2/23	0.032109836288351865929424633350208750925958156585693359375	0.370383227884244770056199058672063983976840972900390625	-1.6717729138381547	1.660433375670388	LAMA5;RHOD
focal adhesion assembly (GO:0048041)	2/23	0.032109836288351865929424633350208750925958156585693359375	0.370383227884244770056199058672063983976840972900390625	-1.6581426254467502	1.6468955407301507	LAMA5;RHOD
membrane lipid metabolic process (GO:0006643)	5/162	0.041083467968677324366755243545412668026983737945556640625	0.44298695896660766901931083339150063693523406982421875	-1.9755783341700095	1.6085454093794447	FA2H;MAP7;PPAP2C;SMPDL3B;SERINC2
positive regulation of interleukin-10 production (GO:0032733)	2/24	0.034532197893573736424688291890561231411993503570556640625	0.386345191470960303004034130935906432569026947021484375	-1.6579767070861322	1.5767756908192965	CD46;PRKCZ
cardiac chamber morphogenesis (GO:0003206)	2/27	0.0422043273658835038641967685180134139955043792724609375	0.44539034837187696513893797600758261978626251220703125	-1.9457913322113582	1.5737641900778674	PPP1R13L;GRHL2
regulation of actin filament bundle assembly (GO:0032231)	3/62	0.037158710201330304168099161188365542329847812652587890625	0.41262806551924990916546676089637912809848785400390625	-1.773179719581026	1.5696340426687698	SDC4;TACSTD2;EPHA1
endosome organization (GO:0007032)	2/27	0.0422043273658835038641967685180134139955043792724609375	0.44539034837187696513893797600758261978626251220703125	-1.9093538597929878	1.5442934095683196	ALS2CL;HOOK2
intestinal epithelial cell development (GO:0060576)	2/8	0.00537929759531938396499572974107650225050747394561767578125	0.1250686690911756715482994195554056204855442047119140625	-0.7287812351795441	1.5150577271970123	KLF5;CDH1
keratinocyte development (GO:0003334)	2/8	0.00537929759531938396499572974107650225050747394561767578125	0.1250686690911756715482994195554056204855442047119140625	-0.725594601258215	1.5084330583482481	SFN;EXPH5
regulation of cytoskeleton organization (GO:0051493)	8/350	0.050552361309038972014828772216787911020219326019287109375	0.498158368396357520424544418347068130970001220703125	-2.1136856131412793	1.4728948566749367	CAMSAP3;BAIAP2L1;SDC4;TACSTD2;F2RL1;GRHL3;EPHA1;SSH3
positive regulation of cytokine production involved in immune response (GO:0002720)	2/27	0.0422043273658835038641967685180134139955043792724609375	0.44539034837187696513893797600758261978626251220703125	-1.8080016606002063	1.4623193257933835	F2RL1;PRKCZ
regulation of neuron migration (GO:2001222)	2/26	0.039581268778351101633727893158720689825713634490966796875	0.42990458351960902927402230488951317965984344482421875	-1.7217132980160914	1.4534565816480447	GPR56;CDH1
phosphatidylcholine biosynthetic process (GO:0006656)	2/26	0.039581268778351101633727893158720689825713634490966796875	0.42990458351960902927402230488951317965984344482421875	-1.6957510476632234	1.4315394577614766	CDS1;SLC44A3
peripheral nervous system development (GO:0007422)	2/28	0.044890687741468086879859100690737250261008739471435546875	0.467114289225905754410206327520427294075489044189453125	-1.8618209679977864	1.4171833431012013	ERBB3;ERBB2
tube formation (GO:0035148)	4/114	0.04478523816107105037787050605402328073978424072265625	0.467114289225905754410206327520427294075489044189453125	-1.8585314855940167	1.4146794505410802	CDH1;SHROOM3;COBL;GRHL2
negative regulation of cell adhesion (GO:0007162)	4/115	0.045951097621108605295603410922922194004058837890625	0.474828008751455532543417348279035650193691253662109375	-1.8831519248413078	1.4025765013319467	ERBB3;CDH1;EPCAM;TACSTD2
regulation of endopeptidase activity (GO:0052548)	8/354	0.053293819274965674448463204271320137195289134979248046875	0.51512120691129681393505279629607684910297393798828125	-2.0561805704569847	1.3639736584873918	SLPI;SPINT1;CDH1;PERP;SFN;SPINT2;TPD52L1;SERPINB5
lung epithelial cell differentiation (GO:0060487)	2/29	0.0476386040693640155918586742700426839292049407958984375	0.485403148983553800466239636079990305006504058837890625	-1.8441122374388113	1.3328791413572014	FOXA1;AGR2
lung cell differentiation (GO:0060479)	2/30	0.0504463614469339016732618574678781442344188690185546875	0.498158368396357520424544418347068130970001220703125	-1.791720425673619	1.2485375228779159	FOXA1;AGR2
odontogenesis of dentin-containing tooth (GO:0042475)	3/69	0.047953133669746246525722455089635332114994525909423828125	0.485403148983553800466239636079990305006504058837890625	-1.6588474710785521	1.1989743075315986	LAMA5;ITGB4;PERP
angiogenesis (GO:0001525)	6/236	0.056877628042841320288314221897962852381169795989990234375	0.54252506748556339477573828844469971954822540283203125	-1.9242408268803	1.1767136502344657	EFNA1;LAMA5;KLF5;GPR56;EPHA1;OVOL2
vitamin transport (GO:0051180)	2/29	0.0476386040693640155918586742700426839292049407958984375	0.485403148983553800466239636079990305006504058837890625	-1.624278210069195	1.1739884926792996	SLC52A3;TSPAN1
placenta blood vessel development (GO:0060674)	2/30	0.0504463614469339016732618574678781442344188690185546875	0.498158368396357520424544418347068130970001220703125	-1.650790253799829	1.1503321303575356	SPINT1;OVOL2
positive regulation of Ras protein signal transduction (GO:0046579)	2/30	0.0504463614469339016732618574678781442344188690185546875	0.498158368396357520424544418347068130970001220703125	-1.6326669171805646	1.1377031144214182	GPR56;F2RL1
adherens junction assembly (GO:0034333)	2/31	0.0533122754464648573868856828994466923177242279052734375	0.51512120691129681393505279629607684910297393798828125	-1.5799553686540435	1.048068217058826	LAMA5;RHOD
activation of Ras GTPase activity (GO:0032856)	2/32	0.056234691646475827575546446723819826729595661163330078125	0.53985303980616794472524588854867033660411834716796875	-1.6967692812496333	1.0459875489797652	ARHGEF16;EPHA1
regulation of peptidase activity (GO:0052547)	8/372	0.0668048236196167877221085973360459320247173309326171875	0.5959125640941314028253827927983365952968597412109375	-2.017628023701338	1.0444480005834804	SLPI;SPINT1;CDH1;PERP;SFN;SPINT2;TPD52L1;SERPINB5
negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732)	2/33	0.059211985173987367880865662073119892738759517669677734375	0.55764198695502031899451367280562408268451690673828125	-1.766808616738571	1.0318835881380657	CBLC;PRKCZ
peptide cross-linking (GO:0018149)	2/31	0.0533122754464648573868856828994466923177242279052734375	0.51512120691129681393505279629607684910297393798828125	-1.5413269989415697	1.0224439700859949	DSP;EVPL
positive regulation of intracellular protein transport (GO:0090316)	4/131	0.066879971911102120696313022563117556273937225341796875	0.5959125640941314028253827927983365952968597412109375	-1.9291059981429486	0.9986235713448105	JUP;TMEM30B;CDH1;SFN
neural tube closure (GO:0001843)	3/76	0.060109950041798219932953628585892147384583950042724609375	0.56253840039116820292974807671271264553070068359375	-1.6818064991760822	0.9675363497172718	SHROOM3;COBL;GRHL2
response to progesterone (GO:0032570)	2/33	0.059211985173987367880865662073119892738759517669677734375	0.55764198695502031899451367280562408268451690673828125	-1.6052571968538885	0.9375314001081427	CLDN4;DSG2
tube closure (GO:0060606)	3/77	0.06195400192252897841882486318354494869709014892578125	0.57526043274274030192572126907180063426494598388671875	-1.6867801615141362	0.9326754269575366	SHROOM3;COBL;GRHL2
negative regulation of protein maturation (GO:1903318)	7/316	0.07400847743478801421534996052287169732153415679931640625	0.63388612358970564120141943931230343878269195556640625	-1.9936984628108172	0.9088991306250311	SPINT1;SLPI;SFN;SPINT2;CD46;SERPINB5;PTPN3
negative regulation of protein processing (GO:0010955)	7/316	0.07400847743478801421534996052287169732153415679931640625	0.63388612358970564120141943931230343878269195556640625	-1.9912415604673246	0.9077790633502223	SPINT1;SLPI;SFN;SPINT2;CD46;SERPINB5;PTPN3
positive regulation of organelle organization (GO:0010638)	7/340	0.0988282452293743618465526878935634158551692962646484375	0.63388612358970564120141943931230343878269195556640625	-1.975790737990205	0.9007352503670409	MUC1;BAIAP2L1;SDC4;F2RL1;SFN;EPHA1;ARHGEF5
ephrin receptor signaling pathway (GO:0048013)	2/34	0.062242560263159406319655175821026205085217952728271484375	0.57526043274274030192572126907180063426494598388671875	-1.6264473862252957	0.8993154798607312	EFNA1;EPHA1
regulation of membrane potential (GO:0042391)	6/266	0.0883655814783921578214886949353967793285846710205078125	0.63388612358970564120141943931230343878269195556640625	-1.927729408777352	0.8788247653297705	DSP;JUP;MYH14;DSG2;PRKCZ;DSC2
neural crest cell migration (GO:0001755)	2/35	0.06532484980099161064881485572186647914350032806396484375	0.58911137275076075336954772865283302962779998779296875	-1.6516061548380807	0.8739309226282289	LAMA5;OVOL2
endocytosis (GO:0006897)	7/323	0.08082011172425503098271093449511681683361530303955078125	0.63388612358970564120141943931230343878269195556640625	-1.9149601401497238	0.8730034350880819	TINAGL1;HOOK2;ANXA3;TMPRSS4;MYO6;ELMO3;CXCL16
positive regulation of small GTPase mediated signal transduction (GO:0051057)	2/35	0.06532484980099161064881485572186647914350032806396484375	0.58911137275076075336954772865283302962779998779296875	-1.6230645090822726	0.8588283954696602	GPR56;F2RL1
positive regulation of cell projection organization (GO:0031346)	5/195	0.0766014090645721068550955124010215513408184051513671875	0.63388612358970564120141943931230343878269195556640625	-1.8583439484988789	0.847192908405825	EPS8L1;COBL;F2RL1;EPS8L2;PROM2
regulation of interleukin-10 production (GO:0032653)	2/35	0.06532484980099161064881485572186647914350032806396484375	0.58911137275076075336954772865283302962779998779296875	-1.5946946281039793	0.8438167559298186	CD46;PRKCZ
regulation of heart contraction (GO:0008016)	4/140	0.08049193116245893786508958100966992788016796112060546875	0.63388612358970564120141943931230343878269195556640625	-1.8414303706819608	0.8394822458054825	DSP;JUP;DSG2;DSC2
positive regulation of cytoskeleton organization (GO:0051495)	4/142	0.0836905119914767292588209102177643217146396636962890625	0.63388612358970564120141943931230343878269195556640625	-1.8223814986569615	0.8307981325627507	BAIAP2L1;SDC4;F2RL1;EPHA1
dendrite development (GO:0016358)	2/35	0.06532484980099161064881485572186647914350032806396484375	0.58911137275076075336954772865283302962779998779296875	-1.548772878182588	0.8195177200126034	MYO6;IGSF9
cell morphogenesis involved in differentiation (GO:0000904)	4/147	0.09195573029930537156673153731389902532100677490234375	0.63388612358970564120141943931230343878269195556640625	-1.7826446247476757	0.8126826497936127	EFNA1;LAMA5;CDH1;EPHA1
negative regulation of hydrolase activity (GO:0051346)	7/354	0.115190307537530400860958934572408907115459442138671875	0.63388612358970564120141943931230343878269195556640625	-1.7806420505400768	0.8117697043355856	CAMSAP3;SLPI;SPINT1;SFN;SPINT2;PRKCZ;SERPINB5
regulation of vasodilation (GO:0042312)	2/39	0.07814078898022620844887597968408954329788684844970703125	0.63388612358970564120141943931230343878269195556640625	-1.7738561357462213	0.8086761010792861	P2RY2;F2RL1
regulation of epidermal cell differentiation (GO:0045604)	2/37	0.07163844446408960953132094573447830043733119964599609375	0.63075742818086000252009171163081191480159759521484375	-1.7518331669798002	0.8073041363929709	SFN;OVOL2
positive regulation of cell-substrate adhesion (GO:0010811)	3/93	0.09485446991614814027382607264371472410857677459716796875	0.63388612358970564120141943931230343878269195556640625	-1.7704006070646836	0.8071007740812046	SDC4;EPHA1;PRKCZ
ethanolamine-containing compound metabolic process (GO:0042439)	3/81	0.06958979743603040113431035251778666861355304718017578125	0.6163667772905550013007314191781915724277496337890625	-1.6526398502557582	0.7997340317385655	CDS1;SLC44A3;SMPDL3B
regulation of establishment of protein localization (GO:0070201)	8/442	0.137822144523479128697118767377105541527271270751953125	0.63388612358970564120141943931230343878269195556640625	-1.7465460656196836	0.7962258236384723	JUP;TMEM30B;CDH1;ARHGEF16;F2RL1;SFN;PRKCZ;EXPH5
positive regulation of nucleocytoplasmic transport (GO:0046824)	3/94	0.0971097516961068329965911516410415060818195343017578125	0.63388612358970564120141943931230343878269195556640625	-1.7339477982888591	0.7904824504865341	JUP;CDH1;SFN
integrin-mediated signaling pathway (GO:0007229)	3/84	0.075582522898700321700715676342952065169811248779296875	0.63388612358970564120141943931230343878269195556640625	-1.7313150282606544	0.7892822076040686	LAMA5;ITGB4;ITGB6
negative regulation of endopeptidase activity (GO:0010951)	5/222	0.11490379617523645283672095729343709535896778106689453125	0.63388612358970564120141943931230343878269195556640625	-1.7202298054617193	0.7842286102057279	SPINT1;SLPI;SFN;SPINT2;SERPINB5
